"head__totalCount","head__numOfRows","head__pageNo","head__type","head__RESULT__resultCode","head__RESULT__resultMsg","row__restSeqNo","row__year","row__areaCd","row__equptype","row__restname","row__restaddr","row__creDttm","row__updtDttm","row__useYn","row__areaNm","row__operBeginDe","row__operEndDe","row__ar","row__usePsblNmpr","row__colrHoldElefn","row__colrHoldArcndtn","row__chckMatterNightOpnAt","row__chckMatterWkendHdayOpnAt","row__chckMatterStayngPsblAt","row__rm","row__dtlAdres","row__mngdpt_cd","row__mngdptCd","row__xcord","row__ycord","row__la","row__lo"
"","","","","","","41590453","2023","4159040000","001","사창학구단 경로당","경기도 화성시 양감면 사창길 8","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 양감면","20190515","20191015","83","27","1","1","N","Y","N","null","490-16","5530366","031-5189-2346","0E-8","0E-8","37.09335810","126.97071190"
"","","","","","","41590454","2023","4159040000","001","송산2리 경로당","경기도 화성시 양감면 송말길 54-1","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 양감면","20190515","20191015","30","34","1","1","N","Y","N","null","759-5","5530366","031-5189-2346","0E-8","0E-8","37.10385690","126.98997170"
"","","","","","","41590455","2023","4159040000","001","요당3리 경로당","경기도 화성시 양감면요당길 40","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 양감면","20200720","20200930","159","40","1","1","N","N","N","null","419-5","5530366","031-5189-2346","0E-8","0E-8","37.07185500","126.91776630"
"","","","","","","41590456","2023","4159040000","001","용소3리 경로당","경기도 화성시 양감면줄터길 64-17","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 양감면","20200720","20200930","99","25","1","1","N","N","N","null","845-3","5530366","031-5189-2346","0E-8","0E-8","37.07973280","126.97585590"
"","","","","","","30170250","2023","3017051000","001","초록마을2단지경로당","대전광역시 서구 복수동로 21-20, 초록마을2단지 경로당 (복수동)","2021-01-15 13:46:05","2023-08-08 15:14:20","Y","대전광역시 서구 복수동","20210101","20211231","130","32","5","2","N","Y","N","null","612 초록마을2단지 경로당","3660199","042-288-2119","0E-8","0E-8","36.30091110","127.38047660"
"","","","","","","30170251","2023","3017051000","001","초록마을3단지경로당","대전광역시 서구 복수동로 39-26, 초록마을 3-1단지 경로당 (복수동)","2021-01-15 13:46:05","2023-08-08 15:14:20","Y","대전광역시 서구 복수동","20210101","20211231","97","24","2","1","N","Y","N","null","615 초록마을 3-1단지 경로당","3660199","042-288-2119","0E-8","0E-8","36.30045220","127.37938420"
"","","","","","","45800038","2023","4580025000","001","봉덕경로당","전라북도 부안군 부안읍 봉덕길 25-4, 경로당","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20200101","20231231","79","19","1","1","N","Y","N","null","봉덕리 105-8 경로당","4790119","063-580-4572","0E-8","0E-8","35.72305080","126.74607020"
"","","","","","","45800039","2023","4580025000","001","쟁갈경로당","전라북도 부안군 부안읍 쟁갈송학길 5 , 쟁갈마을회관","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20200101","20231231","108","27","1","1","N","Y","N","null","봉덕리 495-3 쟁갈마을회관","4790119","063-580-4572","0E-8","0E-8","35.71939050","126.74090360"
"","","","","","","45800040","2023","4580025000","001","수내경로당","전라북도 부안군 부안읍 수내길 15-2","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20200101","20231231","63","15","1","1","N","Y","N","null","모산리 399-3","4790119","063-580-4572","0E-8","0E-8","35.72019750","126.75309720"
"","","","","","","41590536","2023","4159053000","001","신창1차(아) 경로당","경기도 화성시 병점1로 65","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 병점1동","20190515","20191015","165","46","4","2","N","N","N","null","817-0","5530366","031-5189-2346","0E-8","0E-8","37.20390210","127.04014920"
"","","","","","","442190","2023","4418056500","001","신흑10통(갓바위) 경로당","충청남도 보령시 해수욕장3길 56","2021-03-05 17:39:41","2023-07-13 16:34:31","Y","충청남도 보령시 대천5동","20230520","20230930","88","20","1","1","Y","Y","Y","null","1652-14","4510096","041-930-4985","0E-8","0E-8","36.31865400","126.53569080"
"","","","","","","442191","2023","4418056500","001","신흑9통(산호아파트) 경로당","충청남도 보령시 고잠2길 1-31","2021-03-05 17:39:41","2023-07-13 16:34:43","Y","충청남도 보령시 대천5동","20230520","20230930","80","21","1","1","null","null","null","null","1634-6","4510096","041-930-4985","0E-8","0E-8","36.31736170","126.52080930"
"","","","","","","442192","2023","4418056500","001","신흑2통(흑포)경로당","충청남도 보령시 흑포1길 33-16 (신흑동)","2021-03-05 17:39:41","2023-07-13 16:34:57","Y","충청남도 보령시 대천5동","20230520","20230930","140","60","3","1","Y","Y","null","null","247","4510096","041-930-4985","0E-8","0E-8","36.32166680","126.54101250"
"","","","","","","442193","2023","4418056500","001","신흑3통 경로당","충청남도 보령시 해수욕장12길 12","2021-03-05 17:39:41","2023-07-13 16:19:00","Y","충청남도 보령시 대천5동","20230520","20230930","231","70","4","1","Y","Y","null","null","2230-1","4510096","041-930-4985","0E-8","0E-8","36.31897900","126.51017300"
"","","","","","","442194","2023","4418056500","001","신흑1통 강당마을 경로당","충청남도 보령시 해안로 687","2021-03-05 17:39:41","2023-07-13 16:19:41","Y","충청남도 보령시 대천5동","20230520","20230930","96","28","0","3","Y","Y","null","null","545-30","4510096","041-930-4985","0E-8","0E-8","36.32393000","126.52616700"
"","","","","","","45800033","2023","4580025000","001","향교경로당","전라북도 부안군 부안읍향교길 1-17","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20200101","20231231","52","12","1","1","N","Y","N","null","353-0","4790119","063-580-4572","0E-8","0E-8","35.72915650","126.72764960"
"","","","","","","41590556","2023","4159055000","005","반월동 행정복지센터(1층 휴게실, 2층 소회의실)","경기도 화성시 영통로61번길 32","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 반월동","20190701","20190930","70","17","1","1","N","N","N","null","856-0","5530141","031-5189-2346","0E-8","0E-8","37.23304520","127.06059470"
"","","","","","","41590558","2023","4159055000","001","sk뷰파크 경로당","경기도 화성시 동탄원천로 382-37","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 반월동","20190515","20191015","273","68","2","4","N","Y","N","null","944-0","5530366","031-5189-2346","0E-8","0E-8","37.22259450","127.05631850"
"","","","","","","45800034","2023","4580025000","001","호우노인당","전라북도 부안군 부안읍 당산로 72-5","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20200101","20231231","251","62","1","1","N","Y","N","null","서외리 200-2","4790119","063-580-4572","0E-8","0E-8","35.73042670","126.73203300"
"","","","","","","442185","2023","4418056500","001","내항2통경로당","충청남도 보령시 여상길 3-9","2021-03-05 17:39:41","2023-07-13 16:32:55","Y","충청남도 보령시 대천5동","20230520","20230930","126","40","3","1","Y","Y","null","null","406-4","4510096","041-930-4985","0E-8","0E-8","36.33779920","126.55233710"
"","","","","","","442186","2023","4418056500","001","내항3통경로당","충청남도 보령시 왕대산길 261 (내항동)","2021-03-05 17:39:41","2023-07-13 16:33:05","Y","충청남도 보령시 대천5동","20230520","20230930","115","53","1","1","Y","Y","null","null","802-23","4510096","041-930-4985","0E-8","0E-8","36.34552570","126.56705220"
"","","","","","","442187","2023","4418056500","001","내항1통(녹문) 경로당","충청남도 보령시 녹문1길 58 , 녹문노인정 (내항동)","2021-03-05 17:39:41","2023-07-13 16:34:04","Y","충청남도 보령시 대천5동","20230520","20230930","124","32","1","1","Y","Y","null","null","174-1 녹문노인정","4510096","041-930-4985","0E-8","0E-8","36.33574060","126.58599980"
"","","","","","","442188","2023","4418056500","001","신흑3통1반 경로당","충청남도 보령시 달푸미길 39-5 (신흑동)","2021-03-05 17:39:41","2023-08-01 09:15:15","Y","충청남도 보령시 대천5동","20230520","20230930","140","40","6","1","Y","Y","null","null","900-31","4510096","041-930-4985","0E-8","0E-8","36.32013950","126.51313490"
"","","","","","","45800036","2023","4580025000","001","선일경로당","전라북도 부안군 부안읍 선은5길 3 , 선은경로당","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20190101","20231231","76","18","1","1","N","Y","N","null","선은리 297-5 선은경로당","4790119","063-580-4572","0E-8","0E-8","35.72893230","126.73961110"
"","","","","","","45800037","2023","4580025000","001","동영경로당","전라북도 부안군 부안읍 봉신길 5 , 가동 (동영파크맨션)","2021-02-04 14:24:42","2023-08-08 09:29:44","Y","전라북도 부안군 부안읍","20200101","20231231","81","20","1","1","N","Y","N","null","봉덕리 632-3 동영파크맨션 가동","4790119","063-580-4572","0E-8","0E-8","35.71930730","126.73424950"
"","","","","","","30140086","2023","3014068000","001","쌍용예가아파트경로당","대전광역시 중구 평촌로 93 (태평동, 쌍용예가)","2021-02-15 09:34:57","2023-06-20 14:22:32","Y","대전광역시 중구 태평1동","20230520","20230930","119","36","4","2","null","null","null","null","554","3650125","042-606-7455","0E-8","0E-8","36.32366530","127.39649150"
"","","","","","","41590447","2023","4159040000","001","대양3리 경로당","경기도 화성시 양감면 개월안길 48-7","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 양감면","20190515","20191015","87","25","1","1","N","Y","N","null","648-1","5530366","031-5189-2346","0E-8","0E-8","37.08542840","126.92999060"
"","","","","","","41590448","2023","4159040000","001","대양4리 경로당","경기도 화성시 양감면 윗생이길 6","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 양감면","20210515","20210930","99","19","1","1","N","Y","N","null","509-4","5530366","031-5189-2346","0E-8","0E-8","37.08835070","126.94033130"
"","","","","","","46810174","2023","4681035000","001","영수경로당","전라남도 강진군 신전면영장수길 160","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 신전면","20230520","20230930","32","8","1","1","Y","Y","N","null","583-4","4920131","061-430-3934","0E-8","0E-8","34.48271800","126.68440500"
"","","","","","","46810175","2023","4681036000","001","월산경로당","전라남도 강진군 성전면월산윗길 3","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","112","28","2","1","Y","Y","N","null","253-2","4920131","061-430-3934","0E-8","0E-8","34.69140200","126.69120600"
"","","","","","","46810176","2023","4681036000","001","대월경로당","전라남도 강진군 성전면달마지길 2","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","85","21","2","1","Y","Y","N","null","948-1","4920131","061-430-3934","0E-8","0E-8","34.70548300","126.69888700"
"","","","","","","30140085","2023","3014068000","001","푸른뫼아파트경로당","대전광역시 중구 수침로 122 (태평동, 푸른뫼아파트)","2021-02-15 09:34:57","2023-06-20 14:22:07","Y","대전광역시 중구 태평1동","20230520","20230930","81","24","2","2","null","null","null","null","254-4","3650125","042-606-7455","0E-8","0E-8","36.32918530","127.39988130"
"","","","","","","41590460","2023","4159041000","001","근형심포니아파트 경로당(덕절5리)","경기도 화성시 정남면 발안로 1155","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 정남면","20190701","20190930","67","16","2","1","N","Y","N","null","498-0","5530366","031-5189-2346","0E-8","0E-8","37.13433570","127.02780420"
"","","","","","","41590459","2023","4159041000","001","덕절4리 경로당","경기도 화성시 정남면 덕절전원길 72-30","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 정남면","20190701","20190930","85","21","3","1","N","Y","N","null","123-25","5530366","031-5189-2346","0E-8","0E-8","37.13791130","127.02539480"
"","","","","","","46810203","2023","4681036000","001","용운경로당","전라남도 강진군 성전면용운길 46-12","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","69","17","4","1","Y","Y","N","null","224-20","4920131","061-430-3934","0E-8","0E-8","34.68689300","126.72245600"
"","","","","","","46810204","2023","4681036000","001","랑동경로당","전라남도 강진군 성전면랑동길 16-10","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","92","23","3","1","Y","Y","N","null","539-2","4920131","061-430-3934","0E-8","0E-8","34.68391800","126.71557200"
"","","","","","","46810205","2023","4681036000","001","시천경로당","전라남도 강진군 성전면시천길 16","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","70","17","1","1","Y","Y","N","null","746-0","4920131","061-430-3934","0E-8","0E-8","34.69013400","126.71179800"
"","","","","","","46810206","2023","4681036000","001","신시경로당","전라남도 강진군 성전면신시길 16","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","121","30","4","1","Y","Y","N","null","615-1","4920131","061-430-3934","0E-8","0E-8","34.68773600","126.71177000"
"","","","","","","46810207","2023","4681036000","001","원기경로당","전라남도 강진군 성전면예향로 11-8","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","82","20","2","1","Y","Y","N","null","55-29","4920131","061-430-3934","0E-8","0E-8","34.69222000","126.70785900"
"","","","","","","4889154","2023","4889034000","001","정대3구 경로당","경상남도 합천군 야로면보탑길 28-1","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 야로면","20230520","20230930","69","17","1","1","Y","Y","Y","null","1168-0","5480120","055-930-3489","0E-8","0E-8","35.68746130","128.17190200"
"","","","","","","41590417","2023","4159037000","001","석포6리 경로당","경기도 화성시 장안면 무봉길 52","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","360","40","2","1","N","N","N","null","석포리 590-2","5530366","031-5189-2346","0E-8","0E-8","37.13661520","126.82211100"
"","","","","","","46810194","2023","4681036000","004","성전보건지소","전라남도 강진군 성전면예향로 16","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","322","80","3","2","Y","Y","N","null","66-1","4920131","061-430-3934","0E-8","0E-8","34.69275300","126.70888700"
"","","","","","","46810195","2023","4681036000","001","수암경로당","전라남도 강진군 성전면수암길 76","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","91","22","2","1","Y","Y","N","null","531-1","4920131","061-430-3934","0E-8","0E-8","34.69495300","126.73467500"
"","","","","","","46810196","2023","4681036000","001","신기경로당","전라남도 강진군 성전면성전신기2길 6","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","39","9","3","1","Y","Y","N","null","915-3","4920131","061-430-3934","0E-8","0E-8","34.68887800","126.73472400"
"","","","","","","46810197","2023","4681036000","001","명동경로당","전라남도 강진군 성전면명동길 50","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","50","12","1","1","Y","Y","N","null","368-1","4920131","061-430-3934","0E-8","0E-8","34.68428000","126.75391300"
"","","","","","","46810198","2023","4681036000","001","당산경로당","전라남도 강진군 성전면솔치로 530","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","82","20","2","1","Y","Y","N","null","441-6","4920131","061-430-3934","0E-8","0E-8","34.68305700","126.75072300"
"","","","","","","46810199","2023","4681036000","001","송학경로당","전라남도 강진군 성전면송학길 123","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","66","16","3","1","Y","Y","N","null","312-1","4920131","061-430-3934","0E-8","0E-8","34.67409700","126.74025200"
"","","","","","","41590418","2023","4159037000","001","수촌1리 경로당","경기도 화성시 장안면 3.1만세로 471-7","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","124","30","2","1","N","N","N","null","수촌리 659","5530366","031-5189-2346","0E-8","0E-8","37.10287730","126.85418980"
"","","","","","","41590419","2023","4159037000","001","수촌2리 경로당","경기도 화성시 장안면 꽃밭길 5-8","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","224","45","2","1","N","N","N","null","수촌리72-5","5530366","031-5189-2346","0E-8","0E-8","37.09306990","126.86224530"
"","","","","","","46810192","2023","4681036000","001","안운경로당","전라남도 강진군 성전면월하안운길 100-14","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","83","20","2","1","Y","Y","N","null","515-5","4920131","061-430-3934","0E-8","0E-8","34.73992400","126.69606500"
"","","","","","","4889141","2023","4889034000","001","하빈2구경로당","경상남도 합천군 야로면 하빈2길 10-6","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 야로면","20230520","20230930","86","21","0","1","Y","Y","Y","null","282-0","5480120","055-930-3489","0E-8","0E-8","35.72691550","128.18740100"
"","","","","","","41590481","2023","4159041000","001","백1리 마을회관","경기도 화성시 정남면 정송길23번길 2","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 정남면","20190515","20191015","104","28","1","1","Y","Y","N","null","385-1","5530366","031-5189-2346","0E-8","0E-8","37.16525080","126.95559600"
"","","","","","","41590482","2023","4159041000","001","백2리 마을회관","경기도 화성시 정남면 백리양지길 31-5","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 정남면","20190515","20191015","100","22","1","1","N","Y","N","null","168","5530366","031-5189-2346","0E-8","0E-8","37.16843130","126.95555220"
"","","","","","","41590483","2023","4159041000","001","보통1리 마을회관","경기도 화성시 정남면 보통내길 239-7","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 정남면","20190515","20191015","99","38","2","1","N","Y","N","null","665-3","5530366","031-5189-2346","0E-8","0E-8","37.19655470","126.96792700"
"","","","","","","46810172","2023","4681035000","001","신흥경로당","전라남도 강진군 신전면신흥길 54","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 신전면","20230520","20230930","99","24","6","1","Y","Y","N","null","857-22","4920131","061-430-3934","0E-8","0E-8","34.47775100","126.69286500"
"","","","","","","46810173","2023","4681035000","001","어관경로당","전라남도 강진군 신전면어관신안길 24","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 신전면","20230520","20230930","106","26","1","1","Y","Y","N","null","290-1","4920131","061-430-3934","0E-8","0E-8","34.48893800","126.68781300"
"","","","","","","27200032","2023","2720059000","001","일신경로당","대구광역시 남구 성명공원길 49","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 대명4동","20230520","20230930","49","12","2","1","N","Y","N","null","3038-1","3440130","053-664-2924","0E-8","0E-8","35.84777320","128.57130710"
"","","","","","","46810189","2023","4681036000","001","동령경로당","전라남도 강진군 성전면동령길 24","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","76","19","3","1","Y","Y","N","null","323-1","4920131","061-430-3934","0E-8","0E-8","34.69037900","126.73864100"
"","","","","","","46810190","2023","4681036000","001","죽전경로당","전라남도 강진군 성전면죽전길 11","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","73","18","3","1","Y","Y","N","null","1129-0","4920131","061-430-3934","0E-8","0E-8","34.73503440","126.68746000"
"","","","","","","46810191","2023","4681036000","001","제전경로당","전라남도 강진군 성전면제전길 11","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","66","16","2","1","Y","Y","N","null","906-3","4920131","061-430-3934","0E-8","0E-8","34.69570800","126.68344400"
"","","","","","","27200040","2023","2720061000","001","대복경로당","대구광역시 남구 대명로20길 28","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 대명6동","20230520","20230930","103","25","3","1","N","Y","N","null","1046-0","3440130","053-664-2924","0E-8","0E-8","35.83792460","128.56785550"
"","","","","","","27200041","2023","2720061000","001","골안경로당","대구광역시 남구 골안길 33-1","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 대명6동","20230520","20230930","38","9","3","1","N","Y","N","null","2740-31","3440130","053-664-2924","0E-8","0E-8","35.83713180","128.56185210"
"","","","","","","27200042","2023","2720061000","005","대명6동행정복지센터","대구광역시 남구 대명남로 73","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 대명6동","20230520","20230930","50","15","1","1","N","N","N","null","1086-1","3440130","053-664-2924","0E-8","0E-8","35.83512080","128.56609490"
"","","","","","","27200043","2023","2720064000","001","청록타운경로당","대구광역시 남구 큰골길 198","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 대명9동","20230520","20230930","84","21","2","1","N","Y","N","null","2680-17","3440130","053-664-2924","0E-8","0E-8","35.83432380","128.58577580"
"","","","","","","27200044","2023","2720064000","001","대명9동 경로당","대구광역시 남구 큰골길 53","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 대명9동","20220520","20230930","97","24","2","2","N","Y","N","null","2680-7","3440130","053-664-2924","0E-8","0E-8","35.83729670","128.57932180"
"","","","","","","4889065","2023","4889032000","001","가야경로당","경상남도 합천군 묘산면오도산길 153","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","32","8","2","1","Y","Y","Y","null","732-0","5480120","055-930-3489","0E-8","0E-8","35.66145440","128.09318180"
"","","","","","","41590402","2023","4159037000","001","독정3리 경로당","경기도 화성시 장안면 거묵골길 11","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","134","40","2","1","N","N","N","null","독정리 121-2","5530366","031-5189-2346","0E-8","0E-8","37.07948840","126.86016520"
"","","","","","","41590403","2023","4159037000","001","독정4리 경로당","경기도 화성시 장안면 풍무길 71","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","165","40","2","1","N","N","N","null","독정리 78-54","5530366","031-5189-2346","0E-8","0E-8","37.07918570","126.86713130"
"","","","","","","41590404","2023","4159037000","001","독정5리 경로당","경기도 화성시 장안면 고해길 110","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","191","30","2","1","N","N","N","null","독정리 13-6","5530366","031-5189-2346","0E-8","0E-8","37.06366280","126.87028570"
"","","","","","","41590405","2023","4159037000","001","사곡1리경로당","경기도 화성시 장안면 대사곡길 64-13","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","94","35","2","1","N","N","N","null","사곡리 463-2","5530366","031-5189-2346","0E-8","0E-8","37.06722940","126.80840930"
"","","","","","","41590406","2023","4159037000","001","사곡2리 경로당","경기도 화성시 장안면 분토길 32-15","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","99","30","2","1","N","N","N","null","사곡리 380-4","5530366","031-5189-2346","0E-8","0E-8","37.06442670","126.81468250"
"","","","","","","4889066","2023","4889032000","001","반포경로당","경상남도 합천군 묘산면반포길 47-4","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","88","22","2","1","Y","Y","Y","null","197-3","5480120","055-930-3489","0E-8","0E-8","35.65108180","128.09033520"
"","","","","","","4889056","2023","4889032000","001","계동경로당","경상남도 합천군 묘산면계동마을길 1-16","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","83","20","2","1","Y","Y","Y","null","573-1","5480120","055-930-3489","0E-8","0E-8","35.68048410","128.15002400"
"","","","","","","4889057","2023","4889032000","001","화양경로당","경상남도 합천군 묘산면화양안성길 126-3","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","108","27","2","1","Y","Y","Y","null","545-3","5480120","055-930-3489","0E-8","0E-8","35.68063790","128.13277750"
"","","","","","","4889058","2023","4889032000","001","안성경로당","경상남도 합천군 묘산면묘산로 411","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","99","24","2","1","Y","Y","Y","null","466-0","5480120","055-930-3488","0E-8","0E-8","35.67255420","128.12696700"
"","","","","","","4889059","2023","4889032000","001","평촌경로당","경상남도 합천군 묘산면평촌길 21-4","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","96","24","2","1","Y","Y","Y","null","197-1","5480120","055-930-3488","0E-8","0E-8","35.67431080","128.13547200"
"","","","","","","4889060","2023","4889032000","001","도옥경로당","경상남도 합천군 묘산면도옥길 40","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","99","24","2","1","Y","Y","Y","null","295-4","5480120","055-930-3489","0E-8","0E-8","35.67048050","128.11957460"
"","","","","","","4889061","2023","4889032000","001","창촌경로당","경상남도 합천군 묘산면묘산로 249-1","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","72","18","2","1","Y","Y","Y","null","132-5","5480120","055-930-3489","0E-8","0E-8","35.66240990","128.11978730"
"","","","","","","4889062","2023","4889032000","001","산제경로당","경상남도 합천군 묘산면산제길 51-3","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","98","24","2","1","Y","Y","Y","null","408-2","5480120","055-930-3489","0E-8","0E-8","35.66142500","128.10651340"
"","","","","","","4889063","2023","4889032000","001","교동경로당","경상남도 합천군 묘산면묘산로 163","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","173","43","3","1","Y","Y","Y","null","38-39","5480120","055-930-3489","0E-8","0E-8","35.65800990","128.11263260"
"","","","","","","4889064","2023","4889032000","001","묘산면분회경로당","경상남도 합천군 묘산면묘산로 173-1","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 묘산면","20230520","20230930","115","28","0","1","Y","Y","Y","null","37-3","5480120","055-930-3489","0E-8","0E-8","35.65824800","128.11287720"
"","","","","","","46810188","2023","4681036000","001","신풍경로당","전라남도 강진군 성전면무위사로 8-15","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","64","16","2","2","Y","Y","N","null","1022-1","4920131","061-430-3934","0E-8","0E-8","34.72010500","126.71000100"
"","","","","","","47920023","2023","4792025000","001","봉화군 노인복지관","경상북도 봉화군 봉화읍 내성천2길 75","2021-03-10 17:14:22","2023-08-03 10:24:10","Y","경상북도 봉화군 봉화읍","20220607","20220930","2332","100","23","38","N","Y","N","null","236-19","5240092","054-679-6503","0E-8","0E-8","36.91191300","128.77473100"
"","","","","","","46810200","2023","4681036000","001","거목경로당","전라남도 강진군 성전면거목길 14","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","60","15","2","1","Y","Y","N","null","811-0","4920131","061-430-3934","0E-8","0E-8","34.66280200","126.71690100"
"","","","","","","46810201","2023","4681036000","001","신예경로당","전라남도 강진군 성전면신예장등길 58","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","75","18","2","1","Y","Y","N","null","144-2","4920131","061-430-3934","0E-8","0E-8","34.67360900","126.72101200"
"","","","","","","46810202","2023","4681036000","001","도림경로당","전라남도 강진군 성전면성전도림길 40","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 성전면","20230520","20230930","105","26","3","1","Y","Y","N","null","420-1","4920131","061-430-3934","0E-8","0E-8","34.67612900","126.71297500"
